Fes,X,segment,state,case_count,year,Month,Week,weekday,day,Festival,Season,Festival1
5357,01-03-2018,2,TAMIL NADU,1007,2018,3,9,5,1,NA,Spring,0
5358,01-03-2018,2,TRIPURA,106,2018,3,9,5,1,NA,Spring,0
5359,01-03-2018,2,UTTAR PRADESH,0,2018,3,9,5,1,NA,Spring,0
5360,01-03-2018,2,WEST BENGAL,106,2018,3,9,5,1,NA,Spring,0
5361,02-03-2018,2,ASSAM,285,2018,3,9,6,2,NA,Spring,0
5362,02-03-2018,2,BIHAR,0,2018,3,9,6,2,NA,Spring,0
5363,02-03-2018,2,CHHATTISGARH,13,2018,3,9,6,2,NA,Spring,0
5364,02-03-2018,2,GUJARAT,80,2018,3,9,6,2,NA,Spring,0
5365,02-03-2018,2,HARYANA,0,2018,3,9,6,2,NA,Spring,0
5366,02-03-2018,2,JHARKHAND,0,2018,3,9,6,2,NA,Spring,0
5367,02-03-2018,2,KERALA,266,2018,3,9,6,2,NA,Spring,0
5368,02-03-2018,2,KARNATAKA,1333,2018,3,9,6,2,NA,Spring,0
5369,02-03-2018,2,MAHARASHTRA,78,2018,3,9,6,2,NA,Spring,0
5370,02-03-2018,2,MADHYA PRADESH,28,2018,3,9,6,2,NA,Spring,0
5371,02-03-2018,2,ORISSA,212,2018,3,9,6,2,NA,Spring,0
5372,02-03-2018,2,PUNJAB,0,2018,3,9,6,2,NA,Spring,0
5373,02-03-2018,2,TAMIL NADU,3097,2018,3,9,6,2,NA,Spring,0
5374,02-03-2018,2,TRIPURA,90,2018,3,9,6,2,NA,Spring,0
5375,02-03-2018,2,UTTAR PRADESH,0,2018,3,9,6,2,NA,Spring,0
5376,02-03-2018,2,WEST BENGAL,244,2018,3,9,6,2,NA,Spring,0
5377,03-03-2018,2,ASSAM,464,2018,3,9,7,3,Holi,Spring,Holi
5378,03-03-2018,2,BIHAR,31,2018,3,9,7,3,Holi,Spring,Holi
5379,03-03-2018,2,CHHATTISGARH,107,2018,3,9,7,3,Holi,Spring,Holi
5380,03-03-2018,2,GUJARAT,149,2018,3,9,7,3,Holi,Spring,Holi
5381,03-03-2018,2,HARYANA,0,2018,3,9,7,3,Holi,Spring,Holi
5382,03-03-2018,2,JHARKHAND,0,2018,3,9,7,3,Holi,Spring,Holi
5383,03-03-2018,2,KERALA,232,2018,3,9,7,3,Holi,Spring,Holi
5384,03-03-2018,2,KARNATAKA,1256,2018,3,9,7,3,Holi,Spring,Holi
5385,03-03-2018,2,MAHARASHTRA,196,2018,3,9,7,3,Holi,Spring,Holi
5386,03-03-2018,2,MADHYA PRADESH,93,2018,3,9,7,3,Holi,Spring,Holi
5387,03-03-2018,2,ORISSA,467,2018,3,9,7,3,Holi,Spring,Holi
5388,03-03-2018,2,PUNJAB,0,2018,3,9,7,3,Holi,Spring,Holi
5389,03-03-2018,2,TAMIL NADU,3235,2018,3,9,7,3,Holi,Spring,Holi
5390,03-03-2018,2,TRIPURA,7,2018,3,9,7,3,Holi,Spring,Holi
5391,03-03-2018,2,UTTAR PRADESH,0,2018,3,9,7,3,Holi,Spring,Holi
5392,03-03-2018,2,WEST BENGAL,376,2018,3,9,7,3,Holi,Spring,Holi
5393,04-03-2018,2,ASSAM,611,2018,3,10,1,4,NA,Spring,0
5394,04-03-2018,2,BIHAR,190,2018,3,10,1,4,NA,Spring,0
5395,04-03-2018,2,CHHATTISGARH,165,2018,3,10,1,4,NA,Spring,0
5396,04-03-2018,2,GUJARAT,150,2018,3,10,1,4,NA,Spring,0
5397,04-03-2018,2,HARYANA,0,2018,3,10,1,4,NA,Spring,0
5398,04-03-2018,2,JHARKHAND,0,2018,3,10,1,4,NA,Spring,0
5399,04-03-2018,2,KERALA,179,2018,3,10,1,4,NA,Spring,0
5400,04-03-2018,2,KARNATAKA,1017,2018,3,10,1,4,NA,Spring,0
5401,04-03-2018,2,MAHARASHTRA,244,2018,3,10,1,4,NA,Spring,0
5402,04-03-2018,2,MADHYA PRADESH,125,2018,3,10,1,4,NA,Spring,0
5403,04-03-2018,2,ORISSA,534,2018,3,10,1,4,NA,Spring,0
5404,04-03-2018,2,PUNJAB,0,2018,3,10,1,4,NA,Spring,0
5405,04-03-2018,2,TAMIL NADU,1725,2018,3,10,1,4,NA,Spring,0
5406,04-03-2018,2,TRIPURA,47,2018,3,10,1,4,NA,Spring,0
5407,04-03-2018,2,UTTAR PRADESH,13,2018,3,10,1,4,NA,Spring,0
5408,04-03-2018,2,WEST BENGAL,420,2018,3,10,1,4,NA,Spring,0
5409,05-03-2018,2,ASSAM,820,2018,3,10,2,5,NA,Spring,0
5410,05-03-2018,2,BIHAR,1017,2018,3,10,2,5,NA,Spring,0
5411,05-03-2018,2,CHHATTISGARH,214,2018,3,10,2,5,NA,Spring,0
5412,05-03-2018,2,GUJARAT,152,2018,3,10,2,5,NA,Spring,0
5413,05-03-2018,2,HARYANA,0,2018,3,10,2,5,NA,Spring,0
5414,05-03-2018,2,JHARKHAND,0,2018,3,10,2,5,NA,Spring,0
5415,05-03-2018,2,KERALA,197,2018,3,10,2,5,NA,Spring,0
5416,05-03-2018,2,KARNATAKA,1087,2018,3,10,2,5,NA,Spring,0
5417,05-03-2018,2,MAHARASHTRA,248,2018,3,10,2,5,NA,Spring,0
5418,05-03-2018,2,MADHYA PRADESH,168,2018,3,10,2,5,NA,Spring,0
5419,05-03-2018,2,ORISSA,484,2018,3,10,2,5,NA,Spring,0
5420,05-03-2018,2,PUNJAB,0,2018,3,10,2,5,NA,Spring,0
5421,05-03-2018,2,TAMIL NADU,1996,2018,3,10,2,5,NA,Spring,0
5422,05-03-2018,2,TRIPURA,101,2018,3,10,2,5,NA,Spring,0
5423,05-03-2018,2,UTTAR PRADESH,50,2018,3,10,2,5,NA,Spring,0
5424,05-03-2018,2,WEST BENGAL,351,2018,3,10,2,5,NA,Spring,0
5425,06-03-2018,2,ASSAM,1197,2018,3,10,3,6,NA,Spring,0
5426,06-03-2018,2,BIHAR,1573,2018,3,10,3,6,NA,Spring,0
5427,06-03-2018,2,CHHATTISGARH,275,2018,3,10,3,6,NA,Spring,0
5428,06-03-2018,2,GUJARAT,190,2018,3,10,3,6,NA,Spring,0
5429,06-03-2018,2,HARYANA,0,2018,3,10,3,6,NA,Spring,0
5430,06-03-2018,2,JHARKHAND,0,2018,3,10,3,6,NA,Spring,0
5431,06-03-2018,2,KERALA,163,2018,3,10,3,6,NA,Spring,0
5432,06-03-2018,2,KARNATAKA,1127,2018,3,10,3,6,NA,Spring,0
5433,06-03-2018,2,MAHARASHTRA,248,2018,3,10,3,6,NA,Spring,0
5434,06-03-2018,2,MADHYA PRADESH,238,2018,3,10,3,6,NA,Spring,0
5435,06-03-2018,2,ORISSA,619,2018,3,10,3,6,NA,Spring,0
5436,06-03-2018,2,PUNJAB,0,2018,3,10,3,6,NA,Spring,0
5437,06-03-2018,2,TAMIL NADU,2464,2018,3,10,3,6,NA,Spring,0
5438,06-03-2018,2,TRIPURA,204,2018,3,10,3,6,NA,Spring,0
5439,06-03-2018,2,UTTAR PRADESH,131,2018,3,10,3,6,NA,Spring,0
5440,06-03-2018,2,WEST BENGAL,316,2018,3,10,3,6,NA,Spring,0
5441,07-03-2018,2,ASSAM,1140,2018,3,10,4,7,NA,Spring,0
5442,07-03-2018,2,BIHAR,2554,2018,3,10,4,7,NA,Spring,0
5443,07-03-2018,2,CHHATTISGARH,438,2018,3,10,4,7,NA,Spring,0
5444,07-03-2018,2,GUJARAT,196,2018,3,10,4,7,NA,Spring,0
5445,07-03-2018,2,HARYANA,0,2018,3,10,4,7,NA,Spring,0
5446,07-03-2018,2,JHARKHAND,0,2018,3,10,4,7,NA,Spring,0
5447,07-03-2018,2,KERALA,275,2018,3,10,4,7,NA,Spring,0
5448,07-03-2018,2,KARNATAKA,1569,2018,3,10,4,7,NA,Spring,0
5449,07-03-2018,2,MAHARASHTRA,318,2018,3,10,4,7,NA,Spring,0
5450,07-03-2018,2,MADHYA PRADESH,314,2018,3,10,4,7,NA,Spring,0
5451,07-03-2018,2,ORISSA,779,2018,3,10,4,7,NA,Spring,0
5452,07-03-2018,2,PUNJAB,0,2018,3,10,4,7,NA,Spring,0
5453,07-03-2018,2,TAMIL NADU,2211,2018,3,10,4,7,NA,Spring,0
5454,07-03-2018,2,TRIPURA,324,2018,3,10,4,7,NA,Spring,0
5455,07-03-2018,2,UTTAR PRADESH,122,2018,3,10,4,7,NA,Spring,0
5456,07-03-2018,2,WEST BENGAL,421,2018,3,10,4,7,NA,Spring,0
5457,08-03-2018,2,ASSAM,954,2018,3,10,5,8,NA,Spring,0
5458,08-03-2018,2,BIHAR,2204,2018,3,10,5,8,NA,Spring,0
5459,08-03-2018,2,CHHATTISGARH,259,2018,3,10,5,8,NA,Spring,0
5460,08-03-2018,2,GUJARAT,74,2018,3,10,5,8,NA,Spring,0
5461,08-03-2018,2,HARYANA,0,2018,3,10,5,8,NA,Spring,0
5462,08-03-2018,2,JHARKHAND,0,2018,3,10,5,8,NA,Spring,0
5463,08-03-2018,2,KERALA,280,2018,3,10,5,8,NA,Spring,0
5464,08-03-2018,2,KARNATAKA,801,2018,3,10,5,8,NA,Spring,0
5465,08-03-2018,2,MAHARASHTRA,280,2018,3,10,5,8,NA,Spring,0
5466,08-03-2018,2,MADHYA PRADESH,143,2018,3,10,5,8,NA,Spring,0
5467,08-03-2018,2,ORISSA,526,2018,3,10,5,8,NA,Spring,0
5468,08-03-2018,2,PUNJAB,0,2018,3,10,5,8,NA,Spring,0
5469,08-03-2018,2,TAMIL NADU,1424,2018,3,10,5,8,NA,Spring,0
5470,08-03-2018,2,TRIPURA,343,2018,3,10,5,8,NA,Spring,0
5471,08-03-2018,2,UTTAR PRADESH,90,2018,3,10,5,8,NA,Spring,0
5472,08-03-2018,2,WEST BENGAL,314,2018,3,10,5,8,NA,Spring,0
5473,09-03-2018,2,ASSAM,1562,2018,3,10,6,9,NA,Spring,0
5474,09-03-2018,2,BIHAR,3295,2018,3,10,6,9,NA,Spring,0
5475,09-03-2018,2,CHHATTISGARH,443,2018,3,10,6,9,NA,Spring,0
5476,09-03-2018,2,GUJARAT,329,2018,3,10,6,9,NA,Spring,0
5477,09-03-2018,2,HARYANA,0,2018,3,10,6,9,NA,Spring,0
5478,09-03-2018,2,JHARKHAND,0,2018,3,10,6,9,NA,Spring,0
5479,09-03-2018,2,KERALA,552,2018,3,10,6,9,NA,Spring,0
5480,09-03-2018,2,KARNATAKA,1790,2018,3,10,6,9,NA,Spring,0
5481,09-03-2018,2,MAHARASHTRA,652,2018,3,10,6,9,NA,Spring,0
5482,09-03-2018,2,MADHYA PRADESH,700,2018,3,10,6,9,NA,Spring,0
5483,09-03-2018,2,ORISSA,1195,2018,3,10,6,9,NA,Spring,0
5484,09-03-2018,2,PUNJAB,0,2018,3,10,6,9,NA,Spring,0
5485,09-03-2018,2,TAMIL NADU,2431,2018,3,10,6,9,NA,Spring,0
5486,09-03-2018,2,TRIPURA,414,2018,3,10,6,9,NA,Spring,0
5487,09-03-2018,2,UTTAR PRADESH,172,2018,3,10,6,9,NA,Spring,0
5488,09-03-2018,2,WEST BENGAL,482,2018,3,10,6,9,NA,Spring,0
5489,10-03-2018,2,ASSAM,1373,2018,3,10,7,10,NA,Spring,0
5490,10-03-2018,2,BIHAR,2953,2018,3,10,7,10,NA,Spring,0
5491,10-03-2018,2,CHHATTISGARH,561,2018,3,10,7,10,NA,Spring,0
5492,10-03-2018,2,GUJARAT,499,2018,3,10,7,10,NA,Spring,0
5493,10-03-2018,2,HARYANA,0,2018,3,10,7,10,NA,Spring,0
5494,10-03-2018,2,JHARKHAND,0,2018,3,10,7,10,NA,Spring,0
5495,10-03-2018,2,KERALA,748,2018,3,10,7,10,NA,Spring,0
5496,10-03-2018,2,KARNATAKA,1761,2018,3,10,7,10,NA,Spring,0
5497,10-03-2018,2,MAHARASHTRA,621,2018,3,10,7,10,NA,Spring,0
5498,10-03-2018,2,MADHYA PRADESH,639,2018,3,10,7,10,NA,Spring,0
5499,10-03-2018,2,ORISSA,2027,2018,3,10,7,10,NA,Spring,0
5500,10-03-2018,2,PUNJAB,0,2018,3,10,7,10,NA,Spring,0
5501,10-03-2018,2,TAMIL NADU,2687,2018,3,10,7,10,NA,Spring,0
5502,10-03-2018,2,TRIPURA,442,2018,3,10,7,10,NA,Spring,0
5503,10-03-2018,2,UTTAR PRADESH,204,2018,3,10,7,10,NA,Spring,0
5504,10-03-2018,2,WEST BENGAL,770,2018,3,10,7,10,NA,Spring,0
5505,11-03-2018,2,ASSAM,922,2018,3,11,1,11,NA,Spring,0
5506,11-03-2018,2,BIHAR,2219,2018,3,11,1,11,NA,Spring,0
5507,11-03-2018,2,CHHATTISGARH,888,2018,3,11,1,11,NA,Spring,0
5508,11-03-2018,2,GUJARAT,646,2018,3,11,1,11,NA,Spring,0
5509,11-03-2018,2,HARYANA,0,2018,3,11,1,11,NA,Spring,0
5510,11-03-2018,2,JHARKHAND,0,2018,3,11,1,11,NA,Spring,0
5511,11-03-2018,2,KERALA,931,2018,3,11,1,11,NA,Spring,0
5512,11-03-2018,2,KARNATAKA,2541,2018,3,11,1,11,NA,Spring,0
5513,11-03-2018,2,MAHARASHTRA,860,2018,3,11,1,11,NA,Spring,0
5514,11-03-2018,2,MADHYA PRADESH,938,2018,3,11,1,11,NA,Spring,0
5515,11-03-2018,2,ORISSA,3795,2018,3,11,1,11,NA,Spring,0
5516,11-03-2018,2,PUNJAB,0,2018,3,11,1,11,NA,Spring,0
5517,11-03-2018,2,TAMIL NADU,5245,2018,3,11,1,11,NA,Spring,0
5518,11-03-2018,2,TRIPURA,192,2018,3,11,1,11,NA,Spring,0
5519,11-03-2018,2,UTTAR PRADESH,367,2018,3,11,1,11,NA,Spring,0
5520,11-03-2018,2,WEST BENGAL,1506,2018,3,11,1,11,NA,Spring,0
5521,12-03-2018,2,ASSAM,1576,2018,3,11,2,12,NA,Spring,0
5522,12-03-2018,2,BIHAR,3547,2018,3,11,2,12,NA,Spring,0
5523,12-03-2018,2,CHHATTISGARH,953,2018,3,11,2,12,NA,Spring,0
5524,12-03-2018,2,GUJARAT,923,2018,3,11,2,12,NA,Spring,0
5525,12-03-2018,2,HARYANA,0,2018,3,11,2,12,NA,Spring,0
5526,12-03-2018,2,JHARKHAND,0,2018,3,11,2,12,NA,Spring,0
5527,12-03-2018,2,KERALA,1583,2018,3,11,2,12,NA,Spring,0
5528,12-03-2018,2,KARNATAKA,3296,2018,3,11,2,12,NA,Spring,0
5529,12-03-2018,2,MAHARASHTRA,757,2018,3,11,2,12,NA,Spring,0
5530,12-03-2018,2,MADHYA PRADESH,1738,2018,3,11,2,12,NA,Spring,0
5531,12-03-2018,2,ORISSA,4920,2018,3,11,2,12,NA,Spring,0
5532,12-03-2018,2,PUNJAB,0,2018,3,11,2,12,NA,Spring,0
5533,12-03-2018,2,TAMIL NADU,10621,2018,3,11,2,12,NA,Spring,0
5534,12-03-2018,2,TRIPURA,482,2018,3,11,2,12,NA,Spring,0
5535,12-03-2018,2,UTTAR PRADESH,460,2018,3,11,2,12,NA,Spring,0
5536,12-03-2018,2,WEST BENGAL,2466,2018,3,11,2,12,NA,Spring,0
5537,13-03-2018,2,ASSAM,1293,2018,3,11,3,13,NA,Spring,0
5538,13-03-2018,2,BIHAR,2792,2018,3,11,3,13,NA,Spring,0
5539,13-03-2018,2,CHHATTISGARH,624,2018,3,11,3,13,NA,Spring,0
5540,13-03-2018,2,GUJARAT,700,2018,3,11,3,13,NA,Spring,0
5541,13-03-2018,2,HARYANA,0,2018,3,11,3,13,NA,Spring,0
5542,13-03-2018,2,JHARKHAND,0,2018,3,11,3,13,NA,Spring,0
5543,13-03-2018,2,KERALA,2408,2018,3,11,3,13,NA,Spring,0
5544,13-03-2018,2,KARNATAKA,2420,2018,3,11,3,13,NA,Spring,0
5545,13-03-2018,2,MAHARASHTRA,702,2018,3,11,3,13,NA,Spring,0
5546,13-03-2018,2,MADHYA PRADESH,762,2018,3,11,3,13,NA,Spring,0
5547,13-03-2018,2,ORISSA,4161,2018,3,11,3,13,NA,Spring,0
5548,13-03-2018,2,PUNJAB,0,2018,3,11,3,13,NA,Spring,0
5549,13-03-2018,2,TAMIL NADU,10255,2018,3,11,3,13,NA,Spring,0
5550,13-03-2018,2,TRIPURA,479,2018,3,11,3,13,NA,Spring,0
5551,13-03-2018,2,UTTAR PRADESH,407,2018,3,11,3,13,NA,Spring,0
5552,13-03-2018,2,WEST BENGAL,2439,2018,3,11,3,13,NA,Spring,0
5553,14-03-2018,2,ASSAM,1054,2018,3,11,4,14,NA,Spring,0
5554,14-03-2018,2,BIHAR,2497,2018,3,11,4,14,NA,Spring,0
5555,14-03-2018,2,CHHATTISGARH,571,2018,3,11,4,14,NA,Spring,0
5556,14-03-2018,2,GUJARAT,605,2018,3,11,4,14,NA,Spring,0
5557,14-03-2018,2,HARYANA,0,2018,3,11,4,14,NA,Spring,0
5558,14-03-2018,2,JHARKHAND,0,2018,3,11,4,14,NA,Spring,0
5559,14-03-2018,2,KERALA,2101,2018,3,11,4,14,NA,Spring,0
5560,14-03-2018,2,KARNATAKA,2453,2018,3,11,4,14,NA,Spring,0
5561,14-03-2018,2,MAHARASHTRA,627,2018,3,11,4,14,NA,Spring,0
5562,14-03-2018,2,MADHYA PRADESH,764,2018,3,11,4,14,NA,Spring,0
5563,14-03-2018,2,ORISSA,4299,2018,3,11,4,14,NA,Spring,0
5564,14-03-2018,2,PUNJAB,0,2018,3,11,4,14,NA,Spring,0
5565,14-03-2018,2,TAMIL NADU,9100,2018,3,11,4,14,NA,Spring,0
5566,14-03-2018,2,TRIPURA,523,2018,3,11,4,14,NA,Spring,0
5567,14-03-2018,2,UTTAR PRADESH,336,2018,3,11,4,14,NA,Spring,0
5568,14-03-2018,2,WEST BENGAL,2644,2018,3,11,4,14,NA,Spring,0
5569,15-03-2018,2,ASSAM,1564,2018,3,11,5,15,NA,Spring,0
5570,15-03-2018,2,BIHAR,3336,2018,3,11,5,15,NA,Spring,0
5571,15-03-2018,2,CHHATTISGARH,836,2018,3,11,5,15,NA,Spring,0
5572,15-03-2018,2,GUJARAT,635,2018,3,11,5,15,NA,Spring,0
5573,15-03-2018,2,HARYANA,0,2018,3,11,5,15,NA,Spring,0
5574,15-03-2018,2,JHARKHAND,0,2018,3,11,5,15,NA,Spring,0
5575,15-03-2018,2,KERALA,2517,2018,3,11,5,15,NA,Spring,0
5576,15-03-2018,2,KARNATAKA,2672,2018,3,11,5,15,NA,Spring,0
5577,15-03-2018,2,MAHARASHTRA,573,2018,3,11,5,15,NA,Spring,0
5578,15-03-2018,2,MADHYA PRADESH,1125,2018,3,11,5,15,NA,Spring,0
5579,15-03-2018,2,ORISSA,4850,2018,3,11,5,15,NA,Spring,0
5580,15-03-2018,2,PUNJAB,0,2018,3,11,5,15,NA,Spring,0
5581,15-03-2018,2,TAMIL NADU,11010,2018,3,11,5,15,NA,Spring,0
5582,15-03-2018,2,TRIPURA,497,2018,3,11,5,15,NA,Spring,0
5583,15-03-2018,2,UTTAR PRADESH,445,2018,3,11,5,15,NA,Spring,0
5584,15-03-2018,2,WEST BENGAL,3259,2018,3,11,5,15,NA,Spring,0
5585,16-03-2018,2,ASSAM,1440,2018,3,11,6,16,NA,Spring,0
5586,16-03-2018,2,BIHAR,3143,2018,3,11,6,16,NA,Spring,0
5587,16-03-2018,2,CHHATTISGARH,890,2018,3,11,6,16,NA,Spring,0
5588,16-03-2018,2,GUJARAT,787,2018,3,11,6,16,NA,Spring,0
5589,16-03-2018,2,HARYANA,0,2018,3,11,6,16,NA,Spring,0
5590,16-03-2018,2,JHARKHAND,0,2018,3,11,6,16,NA,Spring,0
5591,16-03-2018,2,KERALA,2278,2018,3,11,6,16,NA,Spring,0
5592,16-03-2018,2,KARNATAKA,2592,2018,3,11,6,16,NA,Spring,0
5593,16-03-2018,2,MAHARASHTRA,692,2018,3,11,6,16,NA,Spring,0
5594,16-03-2018,2,MADHYA PRADESH,1281,2018,3,11,6,16,NA,Spring,0
5595,16-03-2018,2,ORISSA,4790,2018,3,11,6,16,NA,Spring,0
5596,16-03-2018,2,PUNJAB,0,2018,3,11,6,16,NA,Spring,0
5597,16-03-2018,2,TAMIL NADU,10286,2018,3,11,6,16,NA,Spring,0
5598,16-03-2018,2,TRIPURA,335,2018,3,11,6,16,NA,Spring,0
5599,16-03-2018,2,UTTAR PRADESH,490,2018,3,11,6,16,NA,Spring,0
5600,16-03-2018,2,WEST BENGAL,2908,2018,3,11,6,16,NA,Spring,0
5601,17-03-2018,2,ASSAM,1388,2018,3,11,7,17,NA,Spring,0
5602,17-03-2018,2,BIHAR,3659,2018,3,11,7,17,NA,Spring,0
5603,17-03-2018,2,CHHATTISGARH,580,2018,3,11,7,17,NA,Spring,0
5604,17-03-2018,2,GUJARAT,652,2018,3,11,7,17,NA,Spring,0
5605,17-03-2018,2,HARYANA,0,2018,3,11,7,17,NA,Spring,0
5606,17-03-2018,2,JHARKHAND,0,2018,3,11,7,17,NA,Spring,0
5607,17-03-2018,2,KERALA,1629,2018,3,11,7,17,NA,Spring,0
5608,17-03-2018,2,KARNATAKA,2132,2018,3,11,7,17,NA,Spring,0
5609,17-03-2018,2,MAHARASHTRA,408,2018,3,11,7,17,NA,Spring,0
5610,17-03-2018,2,MADHYA PRADESH,947,2018,3,11,7,17,NA,Spring,0
5611,17-03-2018,2,ORISSA,3880,2018,3,11,7,17,NA,Spring,0
5612,17-03-2018,2,PUNJAB,0,2018,3,11,7,17,NA,Spring,0
5613,17-03-2018,2,TAMIL NADU,9601,2018,3,11,7,17,NA,Spring,0
5614,17-03-2018,2,TRIPURA,318,2018,3,11,7,17,NA,Spring,0
5615,17-03-2018,2,UTTAR PRADESH,462,2018,3,11,7,17,NA,Spring,0
5616,17-03-2018,2,WEST BENGAL,2741,2018,3,11,7,17,NA,Spring,0
5617,18-03-2018,2,ASSAM,1477,2018,3,12,1,18,NA,Spring,0
5618,18-03-2018,2,BIHAR,2475,2018,3,12,1,18,NA,Spring,0
5619,18-03-2018,2,CHHATTISGARH,802,2018,3,12,1,18,NA,Spring,0
5620,18-03-2018,2,GUJARAT,782,2018,3,12,1,18,NA,Spring,0
5621,18-03-2018,2,HARYANA,0,2018,3,12,1,18,NA,Spring,0
5622,18-03-2018,2,JHARKHAND,0,2018,3,12,1,18,NA,Spring,0
5623,18-03-2018,2,KERALA,1566,2018,3,12,1,18,NA,Spring,0
5624,18-03-2018,2,KARNATAKA,1213,2018,3,12,1,18,NA,Spring,0
5625,18-03-2018,2,MAHARASHTRA,474,2018,3,12,1,18,NA,Spring,0
5626,18-03-2018,2,MADHYA PRADESH,1090,2018,3,12,1,18,NA,Spring,0
5627,18-03-2018,2,ORISSA,5675,2018,3,12,1,18,NA,Spring,0
5628,18-03-2018,2,PUNJAB,0,2018,3,12,1,18,NA,Spring,0
5629,18-03-2018,2,TAMIL NADU,8118,2018,3,12,1,18,NA,Spring,0
5630,18-03-2018,2,TRIPURA,257,2018,3,12,1,18,NA,Spring,0
5631,18-03-2018,2,UTTAR PRADESH,302,2018,3,12,1,18,NA,Spring,0
5632,18-03-2018,2,WEST BENGAL,3317,2018,3,12,1,18,NA,Spring,0
5633,19-03-2018,2,ASSAM,1397,2018,3,12,2,19,NA,Spring,0
5634,19-03-2018,2,BIHAR,1663,2018,3,12,2,19,NA,Spring,0
5635,19-03-2018,2,CHHATTISGARH,676,2018,3,12,2,19,NA,Spring,0
5636,19-03-2018,2,GUJARAT,364,2018,3,12,2,19,NA,Spring,0
5637,19-03-2018,2,HARYANA,0,2018,3,12,2,19,NA,Spring,0
5638,19-03-2018,2,JHARKHAND,0,2018,3,12,2,19,NA,Spring,0
5639,19-03-2018,2,KERALA,2049,2018,3,12,2,19,NA,Spring,0
5640,19-03-2018,2,KARNATAKA,1486,2018,3,12,2,19,NA,Spring,0
5641,19-03-2018,2,MAHARASHTRA,592,2018,3,12,2,19,NA,Spring,0
5642,19-03-2018,2,MADHYA PRADESH,736,2018,3,12,2,19,NA,Spring,0
5643,19-03-2018,2,ORISSA,4193,2018,3,12,2,19,NA,Spring,0
5644,19-03-2018,2,PUNJAB,0,2018,3,12,2,19,NA,Spring,0
5645,19-03-2018,2,TAMIL NADU,7711,2018,3,12,2,19,NA,Spring,0
5646,19-03-2018,2,TRIPURA,378,2018,3,12,2,19,NA,Spring,0
5647,19-03-2018,2,UTTAR PRADESH,283,2018,3,12,2,19,NA,Spring,0
5648,19-03-2018,2,WEST BENGAL,2407,2018,3,12,2,19,NA,Spring,0
5649,20-03-2018,2,ASSAM,1513,2018,3,12,3,20,NA,Spring,0
5650,20-03-2018,2,BIHAR,2814,2018,3,12,3,20,NA,Spring,0
5651,20-03-2018,2,CHHATTISGARH,814,2018,3,12,3,20,NA,Spring,0
5652,20-03-2018,2,GUJARAT,492,2018,3,12,3,20,NA,Spring,0
5653,20-03-2018,2,HARYANA,0,2018,3,12,3,20,NA,Spring,0
5654,20-03-2018,2,JHARKHAND,0,2018,3,12,3,20,NA,Spring,0
5655,20-03-2018,2,KERALA,2661,2018,3,12,3,20,NA,Spring,0
5656,20-03-2018,2,KARNATAKA,2335,2018,3,12,3,20,NA,Spring,0
5657,20-03-2018,2,MAHARASHTRA,623,2018,3,12,3,20,NA,Spring,0
5658,20-03-2018,2,MADHYA PRADESH,757,2018,3,12,3,20,NA,Spring,0
5659,20-03-2018,2,ORISSA,3706,2018,3,12,3,20,NA,Spring,0
5660,20-03-2018,2,PUNJAB,0,2018,3,12,3,20,NA,Spring,0
5661,20-03-2018,2,TAMIL NADU,9791,2018,3,12,3,20,NA,Spring,0
5662,20-03-2018,2,TRIPURA,528,2018,3,12,3,20,NA,Spring,0
5663,20-03-2018,2,UTTAR PRADESH,261,2018,3,12,3,20,NA,Spring,0
5664,20-03-2018,2,WEST BENGAL,3248,2018,3,12,3,20,NA,Spring,0
5665,21-03-2018,2,ASSAM,1436,2018,3,12,4,21,NA,Spring,0
5666,21-03-2018,2,BIHAR,2330,2018,3,12,4,21,NA,Spring,0
5667,21-03-2018,2,CHHATTISGARH,735,2018,3,12,4,21,NA,Spring,0
5668,21-03-2018,2,GUJARAT,477,2018,3,12,4,21,NA,Spring,0
5669,21-03-2018,2,HARYANA,0,2018,3,12,4,21,NA,Spring,0
5670,21-03-2018,2,JHARKHAND,0,2018,3,12,4,21,NA,Spring,0
5671,21-03-2018,2,KERALA,2483,2018,3,12,4,21,NA,Spring,0
5672,21-03-2018,2,KARNATAKA,2539,2018,3,12,4,21,NA,Spring,0
5673,21-03-2018,2,MAHARASHTRA,566,2018,3,12,4,21,NA,Spring,0
5674,21-03-2018,2,MADHYA PRADESH,805,2018,3,12,4,21,NA,Spring,0
5675,21-03-2018,2,ORISSA,3814,2018,3,12,4,21,NA,Spring,0
5676,21-03-2018,2,PUNJAB,0,2018,3,12,4,21,NA,Spring,0
5677,21-03-2018,2,TAMIL NADU,8911,2018,3,12,4,21,NA,Spring,0
5678,21-03-2018,2,TRIPURA,595,2018,3,12,4,21,NA,Spring,0
5679,21-03-2018,2,UTTAR PRADESH,450,2018,3,12,4,21,NA,Spring,0
5680,21-03-2018,2,WEST BENGAL,2819,2018,3,12,4,21,NA,Spring,0
5681,22-03-2018,2,ASSAM,1260,2018,3,12,5,22,NA,Spring,0
5682,22-03-2018,2,BIHAR,2479,2018,3,12,5,22,NA,Spring,0
5683,22-03-2018,2,CHHATTISGARH,875,2018,3,12,5,22,NA,Spring,0
5684,22-03-2018,2,GUJARAT,565,2018,3,12,5,22,NA,Spring,0
5685,22-03-2018,2,HARYANA,0,2018,3,12,5,22,NA,Spring,0
